Pass_PassID,CaseID,Pass_原文道次,Pass_层号,Pass_层内道号,Pass_焊道功能,Pass_工艺参数库记录ID,Pass_焊接方法,Pass_电流下限_A,Pass_电流上限_A,Pass_推荐_实测电流_A,Pass_电压下限_V,Pass_电压上限_V,Pass_推荐_实测电压_V,Pass_焊速下限_mm_min,Pass_焊速上限_mm_min,Pass_推荐_实测焊速_mm_min,Pass_推荐_实测焊速_cm_min_计算,Pass_送丝速度下限_m_min,Pass_送丝速度上限_m_min,Pass_推荐_实测送丝速度_m_min,Pass_气体流量下限_L_min,Pass_气体流量上限_L_min,Pass_推荐气体流量_L_min,Pass_CTWD下限_mm,Pass_CTWD上限_mm,Pass_推荐CTWD_mm,Pass_热效率η,Pass_热输入_kJ_mm,Pass_热输入来源,Pass_参数性质,Pass_核验状态,Pass_训练准入,Pass_来源说明,Pass_干伸长下限_mm,Pass_干伸长上限_mm,Pass_推荐干伸长_mm,Pass_ExcelRow,Case_案例名称,Case_数据类型,Case_材料牌号,Case_板厚_mm,Case_接头类型,Case_坡口形式,Case_坡口角度_deg,Case_根部间隙_mm,Case_钝边下限_mm,Case_钝边上限_mm,Case_推荐钝边_mm,Case_焊接面数,Case_衬垫类型,Case_焊接位置_原文,Case_焊接方法,Case_ISO4063,Case_焊材牌号,Case_焊丝直径_mm,Case_保护气体,Case_气体流量下限_L_min,Case_气体流量上限_L_min,Case_推荐气体流量_L_min,Case_极性,Case_预热温度_C,Case_层间温度上限_C,Case_总层数,Case_总道数,Case_完整MAG工艺,Case_数据覆盖,Case_核验状态,Case_训练准入,Case_数据可信度,Case_来源名称,Case_来源类型,Case_来源链接,Case_原文定位,Case_备注,Case_坡口角度定义,Case_单边坡口角度_deg,Case_ExcelRow,ObservationID,PassID,PassRole,ContextWeight,RoleBasis,Thickness,RootGap,GrooveAngle,Position,SourceGroup,Approved,Current_SourceValue,Current,Current_Eligible,Current_Reason,Voltage_SourceValue,Voltage,Voltage_Eligible,Voltage_Reason,TravelSpeed_SourceValue,TravelSpeed,TravelSpeed_Eligible,TravelSpeed_Reason,DataClass,ExclusionReason,Material,Process,JointType,InProjectScope,ScopeMissingFields,ScopeMismatchFields,EvidenceLevel_Suggested,EvidenceLevel_Basis,EvidenceLevel_Manual,EvidenceReviewStatus,SourceID,Source,Eligible_Current,EligibilityReason_Current,Eligible_Voltage,EligibilityReason_Voltage,Eligible_TravelSpeed,EligibilityReason_TravelSpeed
P14UT-01,AH36-14-UT-001,Pass 1,,,第一道,,MAG 136（标准化记录）,170.0,170.0,170.0,25.4,25.4,25.4,150.0,150.0,150.0,15.0,,,,15.0,25.0,,,,,,,,同行评议实验参数,已核验同行评议原文,否,"ScienceDirect/JMRT Table 2：Pass 1 = 170 A, 25.4 V, 2.5 mm/s (=150 mm/min), gas flow 15–25 L/min。14 mm厚侧与6 mm薄侧不等厚对接。",,,,23,14mm/6mm不等厚AH36对接实验参考,同行评议不等厚对接参考,AH36,14,对接,不等厚对接坡口,50.0,6.0,,,,,,,MAG（药芯焊丝/CO₂；原文称CO₂ gas arc welding）,136.0,GFL-71,1.2,CO₂,15.0,25.0,,,,,,2.0,是,两道焊；Pass 1参数完整，Pass 2当前公开表格可核验电流/电压,已核验同行评议原文,否,高,Numerical simulation of local cooling on residual stress and deformation of welded joints of unequal thickness plates,同行评议开放获取论文,https://www.sciencedirect.com/science/article/pii/S2238785425012128,Section 2 Experimental procedures; Table 2 Processing parameters,厚侧14 mm、薄侧6 mm，属于不等厚AH36对接；坡口角50°、间隙6 mm、GFL-71 Φ1.2 mm、CO₂。由于并非14+14 mm同厚板且原文公开文本未明确PA/1G位置，暂不进入第一版训练集。,原文表述为angle of the groove，未进一步拆分单边角,,11,P14UT-01,P14UT-01,,1.0,Source role,14.0,6.0,,,https://www.sciencedirect.com/science/article/pii/S2238785425012128,False,170.0,170.0,False,"Source explicitly excludes training; Missing or ambiguous input: GrooveAngle,Position,PassRole",25.4,25.4,False,"Source explicitly excludes training; Missing or ambiguous input: GrooveAngle,Position,PassRole",150.0,150.0,False,"Source explicitly excludes training; Missing or ambiguous input: GrooveAngle,Position,PassRole",Auxiliary,"Source explicitly excludes training; Missing or ambiguous input: GrooveAngle,Position,PassRole",AH36,MAG 136,Unequal-thickness Butt Joint,False,"Position, GrooveAngle",JointType,E,Known project identity or geometry is incompatible with V0.2 scope,,Pending,SRC-009,Numerical simulation of local cooling on residual stress and deformation of welded joints of unequal thickness plates,False,"Missing project scope fields: Position,GrooveAngle; Outside project scope: JointType; Missing or ambiguous PassRole; EvidenceLevel E is not eligible for supervised training; Source explicitly excludes training",False,"Missing project scope fields: Position,GrooveAngle; Outside project scope: JointType; Missing or ambiguous PassRole; EvidenceLevel E is not eligible for supervised training; Source explicitly excludes training",False,"Missing project scope fields: Position,GrooveAngle; Outside project scope: JointType; Missing or ambiguous PassRole; EvidenceLevel E is not eligible for supervised training; Source explicitly excludes training"
P14UT-02,AH36-14-UT-001,Pass 2,,,第二道,,MAG 136（标准化记录）,220.0,220.0,220.0,25.0,25.0,25.0,,,,,,,,,,,,,,,,,同行评议实验参数（部分字段公开文本未完整显示）,已核验同行评议原文,否,"ScienceDirect/JMRT Table 2当前可检索文本明确Pass 2 = 220 A, 25 V；焊速与气体流量列未完整显示，因此保持空白，不推测。",,,,24,14mm/6mm不等厚AH36对接实验参考,同行评议不等厚对接参考,AH36,14,对接,不等厚对接坡口,50.0,6.0,,,,,,,MAG（药芯焊丝/CO₂；原文称CO₂ gas arc welding）,136.0,GFL-71,1.2,CO₂,15.0,25.0,,,,,,2.0,是,两道焊；Pass 1参数完整，Pass 2当前公开表格可核验电流/电压,已核验同行评议原文,否,高,Numerical simulation of local cooling on residual stress and deformation of welded joints of unequal thickness plates,同行评议开放获取论文,https://www.sciencedirect.com/science/article/pii/S2238785425012128,Section 2 Experimental procedures; Table 2 Processing parameters,厚侧14 mm、薄侧6 mm，属于不等厚AH36对接；坡口角50°、间隙6 mm、GFL-71 Φ1.2 mm、CO₂。由于并非14+14 mm同厚板且原文公开文本未明确PA/1G位置，暂不进入第一版训练集。,原文表述为angle of the groove，未进一步拆分单边角,,11,P14UT-02,P14UT-02,,1.0,Source role,14.0,6.0,,,https://www.sciencedirect.com/science/article/pii/S2238785425012128,False,220.0,220.0,False,"Source explicitly excludes training; Missing or ambiguous input: GrooveAngle,Position,PassRole; Not an eligible experimental point",25.0,25.0,False,"Source explicitly excludes training; Missing or ambiguous input: GrooveAngle,Position,PassRole; Not an eligible experimental point",,,False,"Source explicitly excludes training; Missing or ambiguous input: GrooveAngle,Position,PassRole; Not an eligible experimental point; Missing target",Auxiliary,"Source explicitly excludes training; Missing or ambiguous input: GrooveAngle,Position,PassRole; Not an eligible experimental point",AH36,MAG 136,Unequal-thickness Butt Joint,False,"Position, GrooveAngle",JointType,E,Known project identity or geometry is incompatible with V0.2 scope,,Pending,SRC-009,Numerical simulation of local cooling on residual stress and deformation of welded joints of unequal thickness plates,False,"Missing project scope fields: Position,GrooveAngle; Outside project scope: JointType; Missing or ambiguous PassRole; EvidenceLevel E is not eligible for supervised training; Source explicitly excludes training",False,"Missing project scope fields: Position,GrooveAngle; Outside project scope: JointType; Missing or ambiguous PassRole; EvidenceLevel E is not eligible for supervised training; Source explicitly excludes training",False,"Missing project scope fields: Position,GrooveAngle; Outside project scope: JointType; Missing or ambiguous PassRole; EvidenceLevel E is not eligible for supervised training; Source explicitly excludes training; Missing or invalid target"
P16HYB-TACK,AH36-16-1G-HYB-001,FCAW Tack Weld,,,点固/辅助焊,,MAG 136（源WPS术语FCAW）,185.0,220.0,,24.0,26.0,,165.0,210.0,,,,,,20.0,25.0,,20.0,25.0,,,,,船厂WPS范围,已核验公开WPS文本,否,"Sembcorp WPS SAW-1G-80 Rev.06：FCAW tack weld, Supercored 71H Ø1.2, 185–220 A, 24–26 V, DCEP, 165–210 mm/min, heat input 1.27–2.08 kJ/mm；100% CO₂ 20–25 L/min；CTWD 20–25 mm。主体焊为SAW。",,,,25,16mm起始厚度1G MAG+SAW船厂WPS参考,1G混合工艺WPS参考,AH36,16,Plate to Plate,V型（按WPS图示）,,,5.0,10.0,,2.0,无；要求背面清根,1G / 1F,MAG点固/辅助焊（136）+ SAW主体焊,136.0,Hyundai Supercored 71H / AWS A5.36 E71T1-C1A4-CS1,1.2,100% CO₂,20.0,25.0,,DCEP,,,,,否,WPS厚度范围从16 mm起；1G；MAG部分仅给点固/辅助焊参数，主体为SAW,已核验公开WPS文本,否,中,Sembcorp Marine Integrated Yard WPS SAW-1G-80 Rev.06,船厂WPS公开副本,https://www.scribd.com/document/958001504/Shell-Sparta-All-Wps-Saw,WPS SAW-1G-80 Rev.06; Joint Details; Gas; Filler Material,WPS适用材料包含ABS AH36，位置1G/1F，厚度范围16 mm至更厚；坡口Bevel Angle≥40°、Root Face 5–10 mm、Root Gap 0–2 mm，CTWD 20–25 mm。MAG/FCAW部分为点固/辅助焊，主体焊接为SAW，所以只作为16 mm PA/1G真实船厂WPS参考，不进入全MAG训练。,原文Bevel Angle≥40°；Root Gap 0–2 mm；不转换成单一精确值,,12,P16HYB-TACK,P16HYB-TACK,,1.0,Source role,16.0,,,,https://www.scribd.com/document/958001504/Shell-Sparta-All-Wps-Saw,False,,,False,"Source explicitly excludes training; Missing or ambiguous input: GrooveAngle,RootGap,Position,PassRole; Not an eligible experimental point; Missing target",,,False,"Source explicitly excludes training; Missing or ambiguous input: GrooveAngle,RootGap,Position,PassRole; Not an eligible experimental point; Missing target",,,False,"Source explicitly excludes training; Missing or ambiguous input: GrooveAngle,RootGap,Position,PassRole; Not an eligible experimental point; Missing target",Constraint,"Source explicitly excludes training; Missing or ambiguous input: GrooveAngle,RootGap,Position,PassRole; Not an eligible experimental point",AH36,Mixed MAG/SAW,Single-V Butt Joint,False,"Position, GrooveAngle, RootGap",Process,E,Known project identity or geometry is incompatible with V0.2 scope,,Pending,SRC-011,Sembcorp Marine Integrated Yard WPS SAW-1G-80 Rev.06,False,"Missing project scope fields: Position,GrooveAngle,RootGap; Outside project scope: Process; Missing or ambiguous PassRole; EvidenceLevel E is not eligible for supervised training; Source explicitly excludes training; Missing or invalid target",False,"Missing project scope fields: Position,GrooveAngle,RootGap; Outside project scope: Process; Missing or ambiguous PassRole; EvidenceLevel E is not eligible for supervised training; Source explicitly excludes training; Missing or invalid target",False,"Missing project scope fields: Position,GrooveAngle,RootGap; Outside project scope: Process; Missing or ambiguous PassRole; EvidenceLevel E is not eligible for supervised training; Source explicitly excludes training; Missing or invalid target"
P10CN-R1,AH36-10-PA-CN-001,1#,1.0,,打底对比工况1,,CO₂半自动焊（焊丝类型待核验）,180.0,180.0,180.0,23.0,23.0,23.0,128.58,128.58,128.58,12.858,,,,,,,,,,,1.54,原文15.4 kJ/cm换算,等热输入打底对比工况,已核验中文期刊原文,否,《电焊机》2022 52(7)表1：1# 180 A、23 V、2.143 mm/s（128.58 mm/min），热输入15.4 kJ/cm；摆动宽度6 mm。,,,,26,10mm AH36平对接CO₂陶瓷衬垫打底对比试验,中文同行评议打底工艺Case,AH36,10,平对接,V型,45.0,6.0,,,,,陶瓷衬垫,平对接,CO₂半自动焊（原文未明确药芯/实芯焊丝类型）,,,,CO₂,,,,,,,1.0,1.0,否,同一打底层3组等热输入对比工况；电流、电压、速度完整,已核验中文期刊原文,否,高,高强钢CO₂焊打底层焊缝有限元分析,《电焊机》同行评议期刊论文,https://www.71dhj.com/zh/issue/2022/7/,"2022, 52(7):84-92；1.1试验材料；1.2焊接方法及参数；表1",明确为10 mm AH36平对接、45°坡口、6 mm间隙、CO₂陶瓷衬垫打底。论文未在可核验文本中明确焊丝类别/牌号，因此不直接认定为MAG 136训练样本；可用于10 mm根焊参数与热输入参考。,原文写坡口角度45°，未进一步说明单边/总夹角,,13,P10CN-R1,P10CN-R1,Root,1.0,Source role,10.0,6.0,,PA,https://www.71dhj.com/zh/issue/2022/7/,False,180.0,180.0,False,Material/process not confirmed AH36/136; Source explicitly excludes training; Missing or ambiguous input: GrooveAngle; Not an eligible experimental point,23.0,23.0,False,Material/process not confirmed AH36/136; Source explicitly excludes training; Missing or ambiguous input: GrooveAngle; Not an eligible experimental point,128.58,128.58,False,Material/process not confirmed AH36/136; Source explicitly excludes training; Missing or ambiguous input: GrooveAngle; Not an eligible experimental point,Auxiliary,Material/process not confirmed AH36/136; Source explicitly excludes training; Missing or ambiguous input: GrooveAngle; Not an eligible experimental point,AH36,,Single-V Butt Joint,False,"Process, GrooveAngle",,D,Useful target value exists but one or two required context fields are missing,,Pending,SRC-005,高强钢CO₂焊打底层焊缝有限元分析,False,"Missing project scope fields: Process,GrooveAngle; EvidenceLevel D is not eligible for supervised training; Source explicitly excludes training",False,"Missing project scope fields: Process,GrooveAngle; EvidenceLevel D is not eligible for supervised training; Source explicitly excludes training",False,"Missing project scope fields: Process,GrooveAngle; EvidenceLevel D is not eligible for supervised training; Source explicitly excludes training"
P10CN-R2,AH36-10-PA-CN-001,2#,1.0,,打底对比工况2,,CO₂半自动焊（焊丝类型待核验）,240.0,240.0,240.0,28.0,28.0,28.0,209.28,209.28,209.28,20.928,,,,,,,,,,,1.54,原文15.4 kJ/cm换算,等热输入打底对比工况,已核验中文期刊原文,否,《电焊机》2022 52(7)表1：2# 240 A、28 V、3.488 mm/s（209.28 mm/min），热输入15.4 kJ/cm。,,,,27,10mm AH36平对接CO₂陶瓷衬垫打底对比试验,中文同行评议打底工艺Case,AH36,10,平对接,V型,45.0,6.0,,,,,陶瓷衬垫,平对接,CO₂半自动焊（原文未明确药芯/实芯焊丝类型）,,,,CO₂,,,,,,,1.0,1.0,否,同一打底层3组等热输入对比工况；电流、电压、速度完整,已核验中文期刊原文,否,高,高强钢CO₂焊打底层焊缝有限元分析,《电焊机》同行评议期刊论文,https://www.71dhj.com/zh/issue/2022/7/,"2022, 52(7):84-92；1.1试验材料；1.2焊接方法及参数；表1",明确为10 mm AH36平对接、45°坡口、6 mm间隙、CO₂陶瓷衬垫打底。论文未在可核验文本中明确焊丝类别/牌号，因此不直接认定为MAG 136训练样本；可用于10 mm根焊参数与热输入参考。,原文写坡口角度45°，未进一步说明单边/总夹角,,13,P10CN-R2,P10CN-R2,Root,1.0,Source role,10.0,6.0,,PA,https://www.71dhj.com/zh/issue/2022/7/,False,240.0,240.0,False,Material/process not confirmed AH36/136; Source explicitly excludes training; Missing or ambiguous input: GrooveAngle; Not an eligible experimental point,28.0,28.0,False,Material/process not confirmed AH36/136; Source explicitly excludes training; Missing or ambiguous input: GrooveAngle; Not an eligible experimental point,209.28,209.28,False,Material/process not confirmed AH36/136; Source explicitly excludes training; Missing or ambiguous input: GrooveAngle; Not an eligible experimental point,Auxiliary,Material/process not confirmed AH36/136; Source explicitly excludes training; Missing or ambiguous input: GrooveAngle; Not an eligible experimental point,AH36,,Single-V Butt Joint,False,"Process, GrooveAngle",,D,Useful target value exists but one or two required context fields are missing,,Pending,SRC-005,高强钢CO₂焊打底层焊缝有限元分析,False,"Missing project scope fields: Process,GrooveAngle; EvidenceLevel D is not eligible for supervised training; Source explicitly excludes training",False,"Missing project scope fields: Process,GrooveAngle; EvidenceLevel D is not eligible for supervised training; Source explicitly excludes training",False,"Missing project scope fields: Process,GrooveAngle; EvidenceLevel D is not eligible for supervised training; Source explicitly excludes training"
P10CN-R3,AH36-10-PA-CN-001,3#,1.0,,打底对比工况3,,CO₂半自动焊（焊丝类型待核验）,300.0,300.0,300.0,32.0,32.0,32.0,300.0,300.0,300.0,30.0,,,,,,,,,,,1.54,原文15.4 kJ/cm换算,等热输入打底对比工况,已核验中文期刊原文,否,《电焊机》2022 52(7)表1：3# 300 A、32 V、5.0 mm/s（300 mm/min），热输入15.4 kJ/cm。,,,,28,10mm AH36平对接CO₂陶瓷衬垫打底对比试验,中文同行评议打底工艺Case,AH36,10,平对接,V型,45.0,6.0,,,,,陶瓷衬垫,平对接,CO₂半自动焊（原文未明确药芯/实芯焊丝类型）,,,,CO₂,,,,,,,1.0,1.0,否,同一打底层3组等热输入对比工况；电流、电压、速度完整,已核验中文期刊原文,否,高,高强钢CO₂焊打底层焊缝有限元分析,《电焊机》同行评议期刊论文,https://www.71dhj.com/zh/issue/2022/7/,"2022, 52(7):84-92；1.1试验材料；1.2焊接方法及参数；表1",明确为10 mm AH36平对接、45°坡口、6 mm间隙、CO₂陶瓷衬垫打底。论文未在可核验文本中明确焊丝类别/牌号，因此不直接认定为MAG 136训练样本；可用于10 mm根焊参数与热输入参考。,原文写坡口角度45°，未进一步说明单边/总夹角,,13,P10CN-R3,P10CN-R3,Root,1.0,Source role,10.0,6.0,,PA,https://www.71dhj.com/zh/issue/2022/7/,False,300.0,300.0,False,Material/process not confirmed AH36/136; Source explicitly excludes training; Missing or ambiguous input: GrooveAngle; Not an eligible experimental point,32.0,32.0,False,Material/process not confirmed AH36/136; Source explicitly excludes training; Missing or ambiguous input: GrooveAngle; Not an eligible experimental point,300.0,300.0,False,Material/process not confirmed AH36/136; Source explicitly excludes training; Missing or ambiguous input: GrooveAngle; Not an eligible experimental point,Auxiliary,Material/process not confirmed AH36/136; Source explicitly excludes training; Missing or ambiguous input: GrooveAngle; Not an eligible experimental point,AH36,,Single-V Butt Joint,False,"Process, GrooveAngle",,D,Useful target value exists but one or two required context fields are missing,,Pending,SRC-005,高强钢CO₂焊打底层焊缝有限元分析,False,"Missing project scope fields: Process,GrooveAngle; EvidenceLevel D is not eligible for supervised training; Source explicitly excludes training",False,"Missing project scope fields: Process,GrooveAngle; EvidenceLevel D is not eligible for supervised training; Source explicitly excludes training",False,"Missing project scope fields: Process,GrooveAngle; EvidenceLevel D is not eligible for supervised training; Source explicitly excludes training"
P14CN-ALL,AH36-14-CN-001,整体范围,,,多层焊整体工艺范围,,MAG 136（CO₂药芯焊丝）,180.0,230.0,,28.0,32.0,,174.0,264.0,,,,,,,,,,,,,,,同行评议实验整体范围,已核验中文期刊原文,否,《船舶力学》2025 29(8) 2.1：电流180–230 A，电压28–32 V，速度2.9–4.4 mm/s（174–264 mm/min）；未按道次拆分。,,,,29,14mm AH36 CO₂药芯焊丝单面焊双面成形试验,中文同行评议实验Case,AH36,14,对接,V型,60.0,5.0,,,,1.0,陶瓷衬垫,,CO₂气体保护药芯焊丝焊（标准化归入MAG 136）,136.0,YC-YJ502（Q）药芯焊丝,1.2,CO₂,,,,,,200.0,,,是,整体工艺范围完整，但原文未逐道拆分电流/电压/速度，焊接位置未明确,已核验中文期刊原文,否,高,基于电磁感应加热的船用中厚板对接接头变形背烧矫正机理研究,《船舶力学》同行评议期刊论文,https://castjournals.cast.org.cn/joweb/cblx/CN/1243896233287332049,"2025,29(8):1288-1298；2.1 AH36钢对接焊及背烧试验",400×400×14 mm AH36；60°坡口、5 mm间隙；Φ1.2 mm YC-YJ502(Q)药芯焊丝；陶瓷衬垫单面焊双面成形；层间温度150–200℃；电流180–230 A、电压28–32 V、速度2.9–4.4 mm/s。原文未明确焊接位置，因此暂不进入PA/1G首版训练。,原文写坡口角度60°，按原文值保存,,14,P14CN-ALL,P14CN-ALL,,1.0,Source role,14.0,5.0,,,https://castjournals.cast.org.cn/joweb/cblx/CN/1243896233287332049,False,,,False,"Source explicitly excludes training; Missing or ambiguous input: GrooveAngle,Position,PassRole; Not an eligible experimental point; Missing target",,,False,"Source explicitly excludes training; Missing or ambiguous input: GrooveAngle,Position,PassRole; Not an eligible experimental point; Missing target",,,False,"Source explicitly excludes training; Missing or ambiguous input: GrooveAngle,Position,PassRole; Not an eligible experimental point; Missing target",Constraint,"Source explicitly excludes training; Missing or ambiguous input: GrooveAngle,Position,PassRole; Not an eligible experimental point",AH36,MAG 136,Single-V Butt Joint,False,"Position, GrooveAngle",,C,Range or window retained for Constraint Check only,,Pending,SRC-001,基于电磁感应加热的船用中厚板对接接头变形背烧矫正机理研究,False,"Missing project scope fields: Position,GrooveAngle; Missing or ambiguous PassRole; EvidenceLevel C is not eligible for supervised training; Source explicitly excludes training; Missing or invalid target",False,"Missing project scope fields: Position,GrooveAngle; Missing or ambiguous PassRole; EvidenceLevel C is not eligible for supervised training; Source explicitly excludes training; Missing or invalid target",False,"Missing project scope fields: Position,GrooveAngle; Missing or ambiguous PassRole; EvidenceLevel C is not eligible for supervised training; Source explicitly excludes training; Missing or invalid target"
P12UNESA-40-ALL,AH36-12-1G-40-UNESA,全过程固定电参,,,Root/Fill/Cap共用固定电流电压,,MAG 136（源文术语FCAW）,190.0,190.0,190.0,33.0,33.0,33.0,,,,,,,,,,,,,,,,,实验控制参数,已核验公开论文原文,待审核,UNESA JTM 2026：40° Single-V；AH36 12 mm；1G；100% CO₂；E71T-1C Ø1.2；190 A、33 V、DC+。论文未报告焊速、气流与WFS。root 4 mm，fill 6 mm分2层，cap 2 mm。,,,,30,12mm AH36 1G 单V 40° FCAW实验,公开期刊/高校实验Case,AH36,12,对接,Single V,40.0,5.0,,,,1.0,陶瓷衬垫（本项目后续不作为筛选条件）,1G (flat),FCAW，标准化归入MAG 136,136.0,AWS E71T-1C,1.2,100% CO₂,,,,DC+,,,4.0,,部分,1G核心工况高度匹配；给出电流、电压、极性、层厚结构；未报告焊速、气体流量和送丝速度,已核验公开论文原文,待审核,高,Analisis Pengaruh Variasi Sudut Kampuh Single V Joint Pengelasan FCAW Terhadap Sifat Mekanik Baja AH36,"Universitas Negeri Surabaya, JTM Vol.15 No.02 (2026)",https://ejournal.unesa.ac.id/index.php/jtm-unesa/article/view/79008/55323,"Variabel Kontrol, lines 170–187；结果部分",原文固定AH36 12 mm、1G、单面焊、gap 5 mm、100% CO₂、E71T-1C Ø1.2 mm、190 A、33 V、DC+。root厚4 mm；fill总厚6 mm分2层各3 mm；cap厚2 mm。50°组的力学性能最佳。由于未给焊速/气流/WFS，暂不作为完整参数输出模型的独立训练Case。,Single V总夹角（按论文变量定义保存）,,15,P12UNESA-40-ALL,P12UNESA-40-ALL,Root,0.3333333333333333,Explicit shared setting,12.0,5.0,40.0,PA,https://ejournal.unesa.ac.id/index.php/jtm-unesa/article/view/79008/55323,False,190.0,190.0,True,,33.0,33.0,True,,,,False,Missing target,TrainableResearch,,AH36,MAG 136,Single-V Butt Joint,True,,,A,Measured or experimental setting with traceable source metadata,,Pending,SRC-002,Analisis Pengaruh Variasi Sudut Kampuh Single V Joint Pengelasan FCAW Terhadap Sifat Mekanik Baja AH36,True,,True,,False,Missing or invalid target
P12UNESA-40-ALL,AH36-12-1G-40-UNESA,全过程固定电参,,,Root/Fill/Cap共用固定电流电压,,MAG 136（源文术语FCAW）,190.0,190.0,190.0,33.0,33.0,33.0,,,,,,,,,,,,,,,,,实验控制参数,已核验公开论文原文,待审核,UNESA JTM 2026：40° Single-V；AH36 12 mm；1G；100% CO₂；E71T-1C Ø1.2；190 A、33 V、DC+。论文未报告焊速、气流与WFS。root 4 mm，fill 6 mm分2层，cap 2 mm。,,,,30,12mm AH36 1G 单V 40° FCAW实验,公开期刊/高校实验Case,AH36,12,对接,Single V,40.0,5.0,,,,1.0,陶瓷衬垫（本项目后续不作为筛选条件）,1G (flat),FCAW，标准化归入MAG 136,136.0,AWS E71T-1C,1.2,100% CO₂,,,,DC+,,,4.0,,部分,1G核心工况高度匹配；给出电流、电压、极性、层厚结构；未报告焊速、气体流量和送丝速度,已核验公开论文原文,待审核,高,Analisis Pengaruh Variasi Sudut Kampuh Single V Joint Pengelasan FCAW Terhadap Sifat Mekanik Baja AH36,"Universitas Negeri Surabaya, JTM Vol.15 No.02 (2026)",https://ejournal.unesa.ac.id/index.php/jtm-unesa/article/view/79008/55323,"Variabel Kontrol, lines 170–187；结果部分",原文固定AH36 12 mm、1G、单面焊、gap 5 mm、100% CO₂、E71T-1C Ø1.2 mm、190 A、33 V、DC+。root厚4 mm；fill总厚6 mm分2层各3 mm；cap厚2 mm。50°组的力学性能最佳。由于未给焊速/气流/WFS，暂不作为完整参数输出模型的独立训练Case。,Single V总夹角（按论文变量定义保存）,,15,P12UNESA-40-ALL,P12UNESA-40-ALL,Fill,0.3333333333333333,Explicit shared setting,12.0,5.0,40.0,PA,https://ejournal.unesa.ac.id/index.php/jtm-unesa/article/view/79008/55323,False,190.0,190.0,True,,33.0,33.0,True,,,,False,Missing target,TrainableResearch,,AH36,MAG 136,Single-V Butt Joint,True,,,A,Measured or experimental setting with traceable source metadata,,Pending,SRC-002,Analisis Pengaruh Variasi Sudut Kampuh Single V Joint Pengelasan FCAW Terhadap Sifat Mekanik Baja AH36,True,,True,,False,Missing or invalid target
P12UNESA-40-ALL,AH36-12-1G-40-UNESA,全过程固定电参,,,Root/Fill/Cap共用固定电流电压,,MAG 136（源文术语FCAW）,190.0,190.0,190.0,33.0,33.0,33.0,,,,,,,,,,,,,,,,,实验控制参数,已核验公开论文原文,待审核,UNESA JTM 2026：40° Single-V；AH36 12 mm；1G；100% CO₂；E71T-1C Ø1.2；190 A、33 V、DC+。论文未报告焊速、气流与WFS。root 4 mm，fill 6 mm分2层，cap 2 mm。,,,,30,12mm AH36 1G 单V 40° FCAW实验,公开期刊/高校实验Case,AH36,12,对接,Single V,40.0,5.0,,,,1.0,陶瓷衬垫（本项目后续不作为筛选条件）,1G (flat),FCAW，标准化归入MAG 136,136.0,AWS E71T-1C,1.2,100% CO₂,,,,DC+,,,4.0,,部分,1G核心工况高度匹配；给出电流、电压、极性、层厚结构；未报告焊速、气体流量和送丝速度,已核验公开论文原文,待审核,高,Analisis Pengaruh Variasi Sudut Kampuh Single V Joint Pengelasan FCAW Terhadap Sifat Mekanik Baja AH36,"Universitas Negeri Surabaya, JTM Vol.15 No.02 (2026)",https://ejournal.unesa.ac.id/index.php/jtm-unesa/article/view/79008/55323,"Variabel Kontrol, lines 170–187；结果部分",原文固定AH36 12 mm、1G、单面焊、gap 5 mm、100% CO₂、E71T-1C Ø1.2 mm、190 A、33 V、DC+。root厚4 mm；fill总厚6 mm分2层各3 mm；cap厚2 mm。50°组的力学性能最佳。由于未给焊速/气流/WFS，暂不作为完整参数输出模型的独立训练Case。,Single V总夹角（按论文变量定义保存）,,15,P12UNESA-40-ALL,P12UNESA-40-ALL,Cap,0.3333333333333333,Explicit shared setting,12.0,5.0,40.0,PA,https://ejournal.unesa.ac.id/index.php/jtm-unesa/article/view/79008/55323,False,190.0,190.0,True,,33.0,33.0,True,,,,False,Missing target,TrainableResearch,,AH36,MAG 136,Single-V Butt Joint,True,,,A,Measured or experimental setting with traceable source metadata,,Pending,SRC-002,Analisis Pengaruh Variasi Sudut Kampuh Single V Joint Pengelasan FCAW Terhadap Sifat Mekanik Baja AH36,True,,True,,False,Missing or invalid target
